Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,CA,California,Imperial,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,11.2,17.5,179851,6025,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-115.3554001 33.0408143),1190
2021,CA,California,San Joaquin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.2,6.8,789410,6077,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-121.272244 37.9349815),1181
2021,CA,California,Monterey,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20,,,17.1,23.4,437325,6053,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-121.3155781 36.2401044),1171
2021,CA,California,Marin,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.2,,,83.5,88.7,260206,6041,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-122.7463958 38.0513667),1167
2021,CA,California,Contra Costa,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,19.6,,,16.7,22.7,1161413,6013,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-121.9515431 37.919479),1185
2021,CA,California,Tehama,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.4,,,8.1,11.0,65498,6103,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-122.2322737 40.1261573),1389
2021,CA,California,San Bernardino,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,14.1,18.4,2194710,6071,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-116.1815707 34.8566615),78
2021,CA,California,Monterey,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23.5,,,19.2,28.1,437325,6053,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-121.3155781 36.2401044),1171
2021,CA,California,Inyo,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,14.6,,,12.3,17.1,18970,6027,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-117.4042092 36.5621604),1191
2020,CA,California,Inyo,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.3,,,6.2,13.1,18970,6027,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-117.4042092 36.5621604),1191
2021,CA,California,San Luis Obispo,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.2,,,8.6,12.0,283159,6079,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-120.4488974 35.3881891),1332
2020,CA,California,Orange,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,67,,,64.3,69.6,3167809,6059,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-117.7772068 33.6756872),1174
2021,CA,California,Merced,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,26.8,,,22.2,31.9,286461,6047,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-120.7228019 37.1948063),1169
2021,CA,California,Glenn,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,15.2,,,12.5,18.5,28805,6021,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-122.4016998 39.6025462),73
2021,CA,California,Lake,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.3,,,18.3,24.7,68766,6033,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-122.7467569 39.0948019),1193
2021,CA,California,Madera,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.5,,,12.5,16.5,159410,6039,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-119.7498023 37.2098213),1196
2020,CA,California,Trinity,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81,,,78.5,83.4,16060,6105,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-123.114666 40.6478582),1390
2021,CA,California,Santa Barbara,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.8,,,12.9,19.1,446475,6083,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-120.0383645 34.5366774),79
2021,CA,California,Butte,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.2,,,26.5,36.2,208309,6007,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-121.6032086 39.6653362),1183
2020,CA,California,Trinity,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.8,,,30.0,41.9,16060,6105,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-123.114666 40.6478582),1390
2021,CA,California,Mariposa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.7,,,22.2,37.3,17147,6043,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-119.9117215 37.5743432),75
2021,CA,California,Plumas,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.5,,,14.7,20.6,19915,6063,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-120.8243709 39.9922953),1176
2021,CA,California,Contra Costa,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,7.9,10.7,1161413,6013,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-121.9515431 37.919479),1185
2021,CA,California,Sutter,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.4,8.2,99063,6101,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-121.7039397 39.0361898),1438
2020,CA,California,Mariposa,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.4,,,28.9,31.8,17147,6043,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-119.9117215 37.5743432),75
2021,CA,California,San Mateo,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4,,,3.3,4.9,737888,6081,HLTHOUT,COPD,CrdPrv,COPD,POINT (-122.3715457 37.4146725),1333
2021,CA,California,Siskiyou,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.2,,,8.3,10.2,44118,6093,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-122.5332868 41.5879861),1337
2021,CA,California,Contra Costa,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.5,,,11.5,15.8,1161413,6013,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-121.9515431 37.919479),1185
2021,CA,California,Madera,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,23.4,,,20.2,26.8,159410,6039,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-119.7498023 37.2098213),1196
2020,CA,California,Colusa,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.8,,,78.5,83.1,21917,6011,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-122.2375629 39.1777385),72
2020,CA,California,Kern,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.4,,,10.6,18.5,917673,6029,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-118.7295064 35.3466288),1192
2020,CA,California,Mariposa,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,65.4,,,62.1,68.5,17147,6043,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-119.9117215 37.5743432),75
2021,CA,California,Marin,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.8,,,8.7,13.1,260206,6041,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-122.7463958 38.0513667),1167
2021,CA,California,Placer,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.3,,,17.1,23.7,412300,6061,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-120.7227181 39.0620323),1175
2020,CA,California,Napa,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8,,,4.9,11.7,136207,6055,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-122.3259045 38.5070999),1172
2021,CA,California,Kings,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.9,7.5,153443,6031,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-119.8155301 36.072478),74
2021,CA,California,San Mateo,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,54,,,49.0,58.9,737888,6081,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-122.3715457 37.4146725),1333
2021,CA,California,Modoc,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.5,,,8.5,10.5,8661,6049,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-120.7183704 41.5929185),76
2021,CA,California,Mendocino,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.5,,,24.7,32.7,91305,6045,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-123.4428811 39.4323876),1168
2021,CA,California,Inyo,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84,,,80.9,86.7,18970,6027,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-117.4042092 36.5621604),1191
2021,CA,California,Monterey,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,14.3,,,12.0,16.7,437325,6053,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-121.3155781 36.2401044),1171
2021,CA,California,Lake,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30,,,25.6,34.4,68766,6033,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-122.7467569 39.0948019),1193
2021,CA,California,Lake,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,60.3,,,54.0,66.4,68766,6033,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-122.7467569 39.0948019),1193
2021,CA,California,Marin,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.9,,,5.0,6.9,260206,6041,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-122.7463958 38.0513667),1167
2021,CA,California,San Francisco,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,9,,,7.6,10.7,815201,6075,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-123.0322294 37.7272391),
2021,CA,California,Sierra,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4,,,3.5,4.6,3283,6091,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-120.5219926 39.5769252),1336
2021,CA,California,Lassen,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,81.2,,,77.9,84.3,33159,6035,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-120.6212225 40.7152866),1194
2020,CA,California,Kern,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,31.8,,,26.1,38.1,917673,6029,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-118.7295064 35.3466288),1192
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.9,,,11.0,14.9,28100,6015,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-123.9809983 41.7499033),1186
2020,CA,California,Orange,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,39.2,,,33.1,45.2,3167809,6059,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-117.7772068 33.6756872),1174
2021,CA,California,Kern,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,19.9,26.6,917673,6029,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-118.7295064 35.3466288),1192
2021,CA,California,Contra Costa,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.8,,,9.1,12.7,1161413,6013,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-121.9515431 37.919479),1185
2021,CA,California,Calaveras,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.3,7.7,46221,6009,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-120.5541065 38.1910682),1184
2021,CA,California,Plumas,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.9,,,10.1,13.8,19915,6063,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-120.8243709 39.9922953),1176
2021,CA,California,Fresno,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.1,,,27.9,36.6,1013581,6019,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-119.6550193 36.7610058),1188
2021,CA,California,Inyo,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34,,,29.5,38.6,18970,6027,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-117.4042092 36.5621604),1191
2021,CA,California,Humboldt,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,14.7,,,12.4,17.2,136310,6023,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-123.9261757 40.7066554),1189
2021,CA,California,San Benito,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,27.4,,,23.5,31.5,66677,6069,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-121.0858108 36.6116507),1178
2020,CA,California,Humboldt,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,64.3,,,60.9,67.4,136310,6023,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-123.9261757 40.7066554),1189
2021,CA,California,Kern,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.7,,,8.4,11.2,917673,6029,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-118.7295064 35.3466288),1192
2021,CA,California,Amador,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,14.0,18.8,41259,6005,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-120.653858 38.4435493),1182
2021,CA,California,Placer,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,16.4,,,13.1,20.3,412300,6061,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-120.7227181 39.0620323),1175
2021,CA,California,Merced,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17,,,14.7,19.6,286461,6047,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-120.7228019 37.1948063),1169
2021,CA,California,Solano,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.9,,,25.4,34.4,451716,6095,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-121.939594 38.2672255),1338
2021,CA,California,Shasta,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,20.4,,,16.5,24.5,182139,6089,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-122.0435558 40.7605142),80
2021,CA,California,Los Angeles,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.6,,,10.8,14.7,9829544,6037,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-118.2618616 34.1963983),1195
2021,CA,California,Shasta,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.9,,,6.6,9.5,182139,6089,HLTHOUT,COPD,CrdPrv,COPD,POINT (-122.0435558 40.7605142),80
2021,CA,California,Sierra,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.9,,,15.2,22.6,3283,6091,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-120.5219926 39.5769252),1336
2021,CA,California,San Joaquin,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,28.4,,,24.4,32.3,789410,6077,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-121.272244 37.9349815),1181
2021,CA,California,San Diego,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,12.6,16.9,3286069,6073,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-116.7761174 33.0236041),1179
2021,CA,California,San Luis Obispo,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10.6,,,8.2,13.3,283159,6079,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-120.4488974 35.3881891),1332
2020,CA,California,Los Angeles,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.7,,,6.3,11.2,9829544,6037,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-118.2618616 34.1963983),1195
2021,CA,California,Alpine,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,24.8,28.8,1235,6003,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-119.7983522 38.6217831),1142
2021,CA,California,Mono,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.2,,,69.0,76.9,13247,6051,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-118.8751668 37.9158363),1170
2021,CA,California,Santa Barbara,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.5,3.3,446475,6083,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-120.0383645 34.5366774),79
2020,CA,California,Riverside,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44.1,,,38.2,50.3,2458395,6065,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-116.0022389 33.7298275),1177
2021,CA,California,Mono,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,9.5,15.6,13247,6051,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-118.8751668 37.9158363),1170
2021,CA,California,Lake,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31,,,26.4,35.9,68766,6033,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-122.7467569 39.0948019),1193
2021,CA,California,San Bernardino,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.3,,,3.8,4.9,2194710,6071,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-116.1815707 34.8566615),78
2020,CA,California,Sutter,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,38.8,,,32.2,45.2,99063,6101,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-121.7039397 39.0361898),1438
2021,CA,California,San Francisco,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5,,,4.3,5.9,815201,6075,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-123.0322294 37.7272391),
